Concurso;Data Sorteio;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;Ganhou
1348;13/04/2016;7;24;8;14;15;21;1;18;2;20;6;22;25;9;10;2
1349;15/04/2016;12;18;16;7;5;19;14;2;25;4;3;6;8;21;24;3
1350;18/04/2016;9;23;11;19;12;20;8;6;21;13;18;1;5;16;14;1
1351;20/04/2016;7;13;6;25;23;17;2;24;10;21;20;11;4;22;19;3
1352;22/04/2016;16;11;15;19;24;13;20;6;25;10;23;8;14;21;12;2
1353;25/04/2016;14;8;21;24;5;18;3;9;25;10;23;12;22;11;7;1
1354;27/04/2016;1;12;20;9;7;11;3;2;24;13;21;15;18;5;14;1
1355;29/04/2016;2;4;7;15;20;16;24;3;21;1;22;8;18;6;11;0
1356;02/05/2016;11;6;15;12;20;8;3;16;14;19;4;13;17;10;9;2
1357;04/05/2016;22;9;21;7;12;15;23;13;3;17;10;11;18;20;8;4
1358;06/05/2016;2;23;8;15;1;3;6;20;22;4;13;18;9;17;19;0
1359;09/05/2016;18;11;9;13;5;3;17;7;14;8;15;16;20;23;21;11
1360;11/05/2016;14;5;24;6;12;20;4;11;10;8;2;3;18;23;1;2
1361;13/05/2016;5;14;11;19;4;25;18;15;20;12;23;17;13;1;16;5
1362;16/05/2016;13;6;9;22;12;1;4;3;25;21;24;11;10;23;16;2
1363;18/05/2016;12;7;14;16;15;17;5;10;19;20;22;13;21;9;23;3
1364;20/05/2016;6;17;22;15;9;13;10;12;20;18;16;25;24;1;11;3
1365;23/05/2016;22;25;23;15;21;19;6;14;12;2;24;3;20;9;10;1
1366;25/05/2016;15;24;8;21;22;9;12;14;25;13;16;10;11;17;4;2
1367;27/05/2016;14;7;23;4;2;5;3;6;20;15;17;18;16;9;24;0
1368;30/05/2016;23;16;24;20;18;7;10;5;19;25;22;11;8;14;12;6
1369;01/06/2016;18;5;4;11;24;22;10;14;9;12;3;13;16;17;21;2
1370;03/06/2016;11;2;17;24;22;21;18;14;20;5;7;8;13;25;4;10
1371;06/06/2016;25;22;5;15;20;19;3;13;21;24;18;23;17;4;7;1
1372;08/06/2016;23;3;17;13;2;21;9;18;7;16;1;25;15;10;5;8
1373;10/06/2016;5;4;6;18;17;7;3;20;24;8;12;2;21;23;1;1
1374;13/06/2016;9;4;19;23;15;3;2;5;16;6;10;14;20;25;21;4
1375;15/06/2016;18;20;24;15;25;11;14;23;6;9;22;16;1;10;5;4
1376;17/06/2016;12;6;3;15;18;19;22;13;14;16;5;20;24;4;1;1
1377;20/06/2016;10;15;5;19;12;1;6;9;25;13;17;8;20;22;21;4
1378;22/06/2016;19;6;2;25;8;1;20;24;21;10;17;23;3;12;13;2
1379;24/06/2016;17;7;14;2;18;5;10;1;12;4;15;22;21;9;8;1
1380;27/06/2016;15;21;8;3;5;16;25;4;24;6;14;11;22;12;17;0
1381;29/06/2016;18;16;14;9;1;8;21;12;25;19;17;6;10;4;13;0
1382;01/07/2016;24;19;10;21;15;6;16;12;13;20;1;22;17;14;18;3
1383;04/07/2016;22;2;25;15;16;7;8;17;14;24;9;21;13;6;20;2
1384;06/07/2016;11;9;15;12;19;8;18;6;4;3;13;25;22;24;20;2
1385;08/07/2016;19;12;23;18;4;10;17;14;8;9;5;13;20;15;11;2
1386;11/07/2016;9;1;16;22;4;18;7;3;24;17;25;13;2;21;19;4
1387;13/07/2016;16;24;4;11;12;5;7;9;6;14;1;3;18;13;15;2
1388;15/07/2016;25;11;10;15;5;19;8;12;3;21;7;18;1;23;20;13
1389;18/07/2016;20;8;15;2;18;17;6;5;1;10;12;4;14;16;21;7
1390;20/07/2016;14;3;15;5;20;18;13;6;7;16;8;11;21;17;23;2
1391;22/07/2016;3;15;16;21;5;24;1;25;19;11;6;10;12;20;17;4
1392;25/07/2016;14;9;3;15;21;16;8;18;25;2;22;1;17;20;4;1
1393;27/07/2016;9;3;11;20;22;23;13;14;10;7;18;5;17;12;4;7
1394;29/07/2016;9;11;15;5;23;3;4;18;19;10;16;6;21;22;14;4
1395;01/08/2016;17;22;16;12;23;25;6;13;19;8;7;18;11;5;14;2
1396;03/08/2016;13;17;23;12;25;20;7;22;3;18;19;24;10;6;5;5
1397;05/08/2016;11;1;25;18;13;22;14;21;6;9;8;3;12;5;4;1
1398;08/08/2016;24;8;5;16;14;21;7;11;15;20;4;25;19;6;1;5
1399;10/08/2016;12;25;9;4;6;21;8;19;13;24;22;5;15;14;17;2
1400;12/08/2016;19;21;23;9;22;2;12;25;24;3;10;5;6;16;1;4
1401;15/08/2016;4;8;22;25;21;14;3;24;1;5;19;7;15;6;18;4
1402;17/08/2016;3;19;2;15;14;8;11;21;9;5;16;23;12;4;20;1
1403;19/08/2016;17;21;5;16;8;11;23;4;15;12;25;13;3;9;10;1
1404;22/08/2016;22;25;1;2;3;16;15;18;21;13;19;10;4;8;11;0
1405;24/08/2016;24;9;20;11;18;23;14;19;4;2;10;15;16;3;7;4
1406;26/08/2016;15;24;13;6;5;9;2;21;4;22;20;25;3;11;19;3
1407;29/08/2016;5;24;20;10;25;1;6;22;2;12;13;23;7;4;21;0
1408;06/09/2016;13;1;3;24;10;19;14;23;12;21;25;22;5;11;8;10
1409;09/09/2016;4;17;7;8;2;6;14;1;12;16;25;22;11;24;19;10
1410;12/09/2016;9;7;23;4;2;5;6;10;15;16;17;20;21;3;14;1
1411;14/09/2016;9;5;13;23;1;17;21;14;8;12;16;7;10;6;15;2
1412;16/09/2016;18;5;11;22;15;24;16;21;23;7;25;19;13;6;9;5
1413;19/09/2016;17;5;16;4;2;6;9;10;13;21;18;3;7;8;25;3
1414;21/09/2016;3;4;11;13;23;2;9;7;20;14;21;10;5;16;17;4
1415;23/09/2016;25;18;6;17;24;13;19;2;12;4;23;15;10;22;5;5
1416;26/09/2016;8;14;12;15;7;17;18;20;10;24;4;9;5;19;3;1
1417;28/09/2016;4;19;11;14;1;7;13;15;3;9;2;6;18;22;23;4
1418;30/09/2016;21;2;13;14;9;6;11;23;20;15;4;18;10;22;17;4
1419;03/10/2016;7;18;23;15;6;16;12;17;21;24;3;19;20;11;2;4
1420;05/10/2016;13;6;1;15;16;25;17;4;22;14;8;10;23;7;20;3
1421;07/10/2016;6;24;9;19;18;3;11;7;20;17;5;8;12;23;14;5
1422;10/10/2016;11;16;14;15;7;19;22;5;13;17;23;10;4;24;1;3
1423;14/10/2016;2;7;19;8;1;13;12;11;4;22;15;23;16;5;14;1
1424;17/10/2016;11;2;20;13;18;25;4;17;5;23;21;10;8;6;9;8
1425;19/10/2016;16;9;3;11;4;13;5;14;12;21;1;19;20;8;25;0
1426;21/10/2016;10;2;14;16;4;3;18;23;8;12;22;7;15;25;24;11
1427;24/10/2016;18;17;15;1;14;16;20;2;25;12;11;22;10;19;7;2
1428;26/10/2016;22;13;17;2;6;9;5;18;3;8;21;20;4;25;19;0
1429;28/10/2016;15;19;25;20;14;13;16;18;8;9;7;10;5;12;21;3
1430;31/10/2016;1;20;4;16;23;8;21;7;22;13;5;25;3;9;15;2
1431;04/11/2016;16;14;9;8;19;20;10;23;12;2;1;15;25;7;17;1
1432;07/11/2016;25;17;4;24;18;11;23;12;3;1;16;5;20;21;10;5
1433;09/11/2016;16;14;23;9;22;6;20;12;15;25;3;7;10;24;18;3
1434;11/11/2016;4;13;6;3;5;9;7;22;18;24;23;10;12;19;15;4
1435;14/11/2016;4;17;5;20;1;10;6;16;2;19;23;3;9;21;12;0
1436;16/11/2016;5;6;19;3;23;24;2;1;8;18;11;22;12;17;15;1
1437;18/11/2016;7;9;19;4;6;25;2;8;11;23;14;5;20;13;17;3
1438;21/11/2016;1;10;8;21;4;24;11;17;15;14;7;9;20;12;22;0
1439;23/11/2016;14;12;11;5;3;15;16;2;22;24;17;19;1;18;13;5
1440;25/11/2016;12;3;20;22;17;18;8;10;21;25;14;2;13;24;16;1
1441;28/11/2016;22;9;1;16;6;5;4;11;19;10;25;13;23;3;7;2
1442;30/11/2016;1;12;15;16;20;11;9;21;3;2;19;13;7;17;4;2
1443;02/12/2016;16;10;7;2;17;1;8;14;11;5;24;9;12;15;3;2
1444;05/12/2016;24;18;6;10;2;17;4;9;11;20;5;21;14;1;15;3
1445;07/12/2016;8;6;15;20;13;4;5;1;18;25;23;16;17;10;22;3
1446;09/12/2016;13;22;17;4;21;25;23;20;12;24;1;16;8;7;6;0
1447;12/12/2016;25;5;13;17;4;21;19;3;24;12;22;8;11;1;18;5
1448;14/12/2016;23;24;5;21;1;19;4;18;6;13;8;3;22;12;16;2
1449;16/12/2016;23;7;6;20;4;9;16;8;3;22;11;15;5;1;24;4
1450;19/12/2016;13;16;20;5;14;17;8;24;2;19;4;22;1;10;9;1
1451;21/12/2016;5;24;3;12;13;14;20;23;25;19;10;21;1;15;2;2
1452;23/12/2016;8;25;17;2;10;11;7;14;20;24;13;21;5;15;23;8
1453;26/12/2016;2;8;13;15;1;24;19;25;5;23;16;14;21;9;10;5
1454;28/12/2016;10;22;1;25;3;18;21;19;13;14;12;4;23;20;7;1
1455;30/12/2016;15;23;20;2;17;21;16;14;7;5;19;18;22;8;25;4
1456;02/01/2017;8;13;20;6;25;19;15;12;1;7;2;14;24;9;21;2
1457;04/01/2017;14;23;8;15;4;2;9;1;18;10;3;13;7;24;11;1
1458;06/01/2017;20;11;17;18;7;3;1;22;24;19;9;5;2;23;14;5
1459;09/01/2017;12;6;14;16;25;1;18;13;24;4;19;9;17;10;20;2
1460;11/01/2017;17;16;11;7;18;14;20;3;21;1;19;5;15;24;25;1
1461;13/01/2017;9;10;21;24;5;4;17;2;19;18;25;15;6;23;11;3
1462;16/01/2017;9;14;17;12;1;21;3;7;20;4;16;5;25;13;24;7
1463;18/01/2017;23;7;11;20;10;4;22;15;6;17;19;13;3;24;14;8
1464;20/01/2017;23;11;9;12;16;17;24;13;4;15;14;18;10;1;22;1
1465;23/01/2017;24;12;19;10;8;16;23;9;22;21;5;7;20;14;2;2
1466;25/01/2017;10;12;3;6;14;11;24;2;21;23;19;20;25;22;4;1
1467;27/01/2017;9;10;25;20;19;22;12;21;6;4;1;5;24;11;23;8
1468;30/01/2017;20;19;5;13;12;3;23;8;24;21;18;14;6;11;2;4
1469;01/02/2017;5;16;6;3;8;11;7;9;2;13;20;19;18;1;17;2
1470;03/02/2017;14;21;23;3;12;18;24;7;22;15;20;13;11;8;2;2
1471;06/02/2017;8;18;13;4;10;7;15;6;22;11;2;21;20;1;24;2
1472;08/02/2017;14;18;8;10;4;24;22;13;7;12;2;5;23;3;21;2
1473;10/02/2017;20;4;8;7;12;14;25;22;23;16;5;10;1;9;24;1
1474;13/02/2017;8;20;7;1;18;15;14;2;13;19;21;5;10;11;25;5
1475;15/02/2017;24;15;18;13;2;20;3;1;21;9;6;10;25;12;5;5
1476;17/02/2017;4;14;19;9;10;13;16;7;25;21;2;6;12;5;22;4
1477;20/02/2017;21;23;7;4;5;2;10;3;1;12;22;15;17;6;18;3
1478;22/02/2017;6;21;12;15;25;19;7;10;17;11;2;24;16;5;18;3
1479;24/02/2017;13;15;18;22;3;9;17;5;23;6;14;20;16;2;11;2
1480;01/03/2017;6;25;16;10;12;22;11;20;1;7;13;21;17;15;19;0
1481;03/03/2017;25;11;23;7;2;20;18;8;9;3;24;21;17;19;5;3
1482;06/03/2017;12;23;7;2;9;8;11;24;1;4;15;10;19;5;14;2
1483;08/03/2017;6;3;20;5;17;21;9;15;14;13;11;7;23;4;22;2
1484;10/03/2017;17;2;6;18;22;7;21;19;3;25;4;1;9;12;10;2
1485;13/03/2017;5;24;17;1;11;2;15;23;13;18;3;25;9;19;8;4
1486;15/03/2017;22;9;8;18;14;12;2;21;25;4;5;10;23;20;19;1
1487;17/03/2017;21;15;3;19;25;5;22;6;4;12;1;2;11;10;16;3
1488;20/03/2017;19;23;21;11;25;24;10;6;20;5;12;1;4;13;16;4
1489;22/03/2017;25;12;14;22;20;19;2;7;9;15;23;4;8;10;13;3
1490;24/03/2017;5;22;19;4;20;15;11;9;18;7;3;1;14;8;13;2
1491;27/03/2017;20;14;2;13;23;9;19;11;5;7;25;6;24;4;22;1
1492;29/03/2017;15;3;5;25;8;4;19;18;12;10;16;24;7;17;2;2
1493;31/03/2017;10;19;14;24;25;21;2;13;20;11;16;23;5;15;8;9
1494;03/04/2017;2;9;13;11;3;20;19;4;25;15;10;22;12;17;1;3
1495;05/04/2017;13;23;24;5;3;22;10;2;18;4;14;25;8;1;12;3
1496;07/04/2017;7;13;9;25;23;17;3;10;2;19;6;20;15;11;12;1
1497;10/04/2017;22;5;12;7;11;2;19;14;13;18;23;17;1;15;16;1
1498;12/04/2017;16;25;14;17;7;23;10;5;15;18;11;4;21;8;24;1
1499;15/04/2017;15;23;12;2;4;5;3;14;13;24;18;8;7;1;19;2
1500;17/04/2017;3;13;2;22;7;15;20;5;10;1;17;11;18;12;19;3
1501;19/04/2017;10;1;8;6;13;25;9;21;22;7;11;17;16;24;18;2
1502;22/04/2017;4;18;22;3;17;13;15;11;24;2;12;5;20;7;1;0
1503;24/04/2017;22;12;7;3;16;17;2;21;20;25;18;23;15;1;24;0
1504;26/04/2017;11;25;24;21;18;19;23;7;8;17;1;12;14;5;4;2
1505;28/04/2017;7;25;16;2;24;19;20;11;3;1;6;14;22;18;17;1
1506;03/05/2017;3;13;5;8;22;10;19;9;14;17;24;4;21;18;20;2
1507;05/05/2017;5;14;10;11;17;4;19;13;24;3;1;8;23;2;21;6
1508;08/05/2017;7;23;3;22;14;9;24;11;19;10;8;17;1;21;12;2
1509;10/05/2017;22;2;24;3;17;14;15;19;7;8;6;13;1;18;9;5
1510;12/05/2017;15;3;7;11;13;12;18;24;10;4;8;9;22;1;19;4
1511;15/05/2017;23;9;12;11;24;2;8;21;20;10;5;4;19;15;13;5
1512;17/05/2017;3;21;22;16;17;15;13;12;19;2;6;4;24;10;11;1
1513;19/05/2017;18;6;16;24;4;9;11;22;10;3;13;12;21;14;7;1
1514;22/05/2017;11;21;20;8;19;16;3;4;24;5;13;15;12;17;7;2
1515;24/05/2017;3;1;19;12;9;5;13;11;17;20;16;23;8;18;2;5
1516;26/05/2017;18;11;24;14;12;1;16;2;23;19;10;22;7;20;6;3
1517;29/05/2017;25;3;18;23;5;12;11;2;8;21;15;24;10;14;20;4
1518;31/05/2017;12;2;7;3;11;20;24;4;14;17;25;16;5;22;8;4
1519;02/06/2017;23;18;24;21;17;22;1;16;6;20;13;8;4;14;25;4
1520;05/06/2017;16;13;12;4;19;8;14;25;2;9;17;1;24;18;10;6
1521;07/06/2017;4;19;14;23;8;20;12;24;5;17;3;2;7;1;15;4
1522;09/06/2017;19;13;9;11;16;21;8;23;18;1;10;14;24;20;15;2
1523;12/06/2017;19;9;3;5;6;21;13;7;23;16;25;14;10;12;18;8
1524;14/06/2017;20;8;9;5;13;3;6;22;23;24;7;1;25;14;10;1
1525;16/06/2017;1;25;8;15;4;19;22;21;12;14;18;2;20;10;5;3
1526;19/06/2017;8;11;10;18;21;7;17;25;13;20;15;23;22;5;9;7
1527;21/06/2017;14;10;9;3;2;15;25;22;5;21;1;24;20;6;7;1
1528;23/06/2017;21;18;23;8;9;1;5;20;2;6;10;24;17;25;4;0
1529;26/06/2017;19;21;8;5;3;20;24;4;11;13;16;18;17;14;2;3
1530;28/06/2017;7;15;5;4;2;22;12;9;20;10;24;18;23;14;16;41
1531;30/06/2017;22;13;11;23;1;3;24;4;15;8;14;19;10;2;7;1
1532;03/07/2017;1;25;13;3;17;12;22;9;10;8;20;18;11;2;14;3
1533;05/07/2017;1;19;4;15;14;16;11;6;20;7;21;13;3;12;24;2
1534;07/07/2017;10;11;9;4;5;21;17;13;24;16;8;1;12;19;14;1
1535;10/07/2017;15;22;7;8;5;17;25;3;24;4;18;23;13;12;21;5
1536;12/07/2017;3;9;12;13;20;6;1;19;25;7;10;8;5;23;11;1
1537;14/07/2017;18;22;20;21;24;13;14;17;4;10;3;11;1;15;2;1
1538;17/07/2017;21;13;8;19;23;10;15;2;18;7;5;17;9;14;4;1
1539;19/07/2017;4;16;21;13;20;14;18;12;17;19;8;1;3;25;11;2
1540;21/07/2017;22;10;23;15;2;9;11;7;19;3;14;16;17;1;12;2
1541;24/07/2017;18;19;3;20;2;11;13;4;25;22;15;5;21;7;14;1
1542;26/07/2017;16;7;11;24;17;2;10;8;22;3;5;21;20;13;15;17
1543;28/07/2017;13;7;9;12;25;23;6;19;20;8;24;2;15;17;1;4
1544;31/07/2017;9;12;22;24;8;17;23;2;11;14;16;4;7;1;21;2
1545;02/08/2017;16;20;7;17;11;3;8;23;10;15;12;22;5;25;24;2
1546;04/08/2017;20;22;1;25;3;8;15;19;11;14;18;10;6;24;7;1
1547;07/08/2017;17;8;25;19;11;6;18;13;21;5;9;2;1;15;10;7
1548;09/08/2017;4;11;9;14;2;10;18;3;17;15;21;20;22;23;12;3
1549;11/08/2017;1;5;13;11;23;10;3;18;7;24;20;2;8;25;4;5
1550;14/08/2017;14;20;24;8;17;22;23;4;13;16;15;3;5;7;25;1
1551;16/08/2017;1;7;5;14;17;22;20;23;25;13;3;19;15;11;8;13
1552;18/08/2017;19;24;21;7;14;15;12;22;8;3;2;16;25;9;20;6
1553;21/08/2017;19;11;4;12;22;17;21;8;18;2;1;13;15;9;25;10
1554;23/08/2017;14;3;8;5;13;16;7;1;18;10;9;24;25;19;4;1
1555;25/08/2017;23;10;12;22;9;16;20;14;6;25;13;18;2;1;8;6
1556;28/08/2017;1;15;19;6;8;23;16;12;21;5;17;2;25;3;22;2
1557;07/09/2017;5;6;3;9;16;24;21;17;20;25;18;4;12;2;22;15
1558;11/09/2017;18;25;5;15;9;21;14;1;11;16;17;2;22;6;4;1
1559;13/09/2017;7;16;25;19;23;6;18;20;5;4;11;14;9;3;10;1
1560;15/09/2017;2;1;24;17;18;8;3;4;20;9;7;11;25;5;14;3
1561;18/09/2017;7;20;22;16;6;15;8;12;13;21;25;18;3;5;24;4
1562;20/09/2017;8;2;12;17;6;14;18;9;3;7;16;5;4;11;1;9
1563;22/09/2017;23;12;9;20;5;17;18;1;3;6;13;2;21;22;10;3
1564;25/09/2017;18;16;17;21;6;8;24;9;12;3;20;11;19;13;4;1
1565;27/09/2017;25;13;3;18;10;24;6;17;12;1;11;9;7;15;8;0
1566;29/09/2017;7;1;24;19;13;23;14;4;9;15;5;2;16;25;8;4
1567;02/10/2017;11;19;14;3;21;7;9;10;18;2;24;12;17;15;5;4
1568;04/10/2017;4;22;10;1;19;13;7;3;2;6;17;24;11;21;16;7
1569;06/10/2017;12;16;4;13;24;21;2;23;10;20;18;9;14;8;25;3
1570;09/10/2017;20;7;11;3;16;1;19;13;18;9;24;8;25;23;21;2
1571;11/10/2017;19;1;3;17;14;6;24;11;7;5;18;4;23;25;12;1
1572;13/10/2017;24;9;23;19;5;21;16;8;13;10;22;4;6;18;2;1
1573;16/10/2017;19;18;17;11;23;6;8;2;10;13;7;12;14;15;16;4
1574;18/10/2017;7;6;12;1;3;15;21;17;14;5;2;10;11;22;18;3
1575;20/10/2017;17;16;22;9;12;11;1;23;5;3;10;25;14;7;6;2
1576;23/10/2017;25;15;11;18;2;12;5;9;1;21;14;8;20;7;16;6
1577;25/10/2017;18;17;24;7;11;10;6;3;16;9;19;5;13;21;15;2
1578;27/10/2017;13;12;22;9;8;4;21;18;6;17;24;16;10;19;14;2
1579;30/10/2017;16;1;21;23;15;2;22;14;18;10;13;12;7;4;6;0
1580;01/11/2017;18;12;7;4;11;22;13;14;10;20;25;15;16;3;23;4
1581;03/11/2017;20;12;6;4;8;16;5;7;13;24;25;3;21;23;11;2
1582;06/11/2017;11;24;10;8;18;16;5;14;23;7;2;19;1;17;25;4
1583;08/11/2017;3;4;19;16;7;9;15;25;17;10;14;23;20;2;6;2
1584;10/11/2017;1;2;17;25;14;16;24;15;5;6;20;11;3;12;19;0
1585;13/11/2017;11;9;18;17;5;19;23;1;4;2;25;7;24;21;6;1
1586;16/11/2017;1;13;20;18;11;19;23;25;12;24;22;16;10;4;3;1
1587;17/11/2017;21;22;17;25;19;16;8;2;14;20;15;3;7;11;5;5
1588;20/11/2017;1;21;17;23;11;15;7;4;22;5;10;9;20;3;14;4
1589;22/11/2017;3;25;24;14;22;4;12;13;6;23;15;17;18;2;1;2
1590;24/11/2017;3;14;20;5;7;8;16;18;1;22;23;25;10;17;21;1
1591;27/11/2017;19;23;5;17;1;3;11;22;7;12;20;24;8;10;21;1
1592;29/11/2017;4;22;2;3;15;14;6;25;16;20;19;1;5;9;12;0
1593;01/12/2017;20;8;14;3;16;24;11;5;22;13;7;4;9;10;17;3
1594;04/12/2017;8;16;10;13;12;17;1;19;6;11;21;15;2;4;25;4
1595;06/12/2017;6;4;22;18;17;25;13;2;1;20;7;11;9;10;3;3
1596;08/12/2017;21;11;22;9;5;20;13;15;18;8;10;12;23;19;24;4
1597;11/12/2017;7;1;21;5;8;22;9;17;19;20;24;13;6;18;2;4
1598;13/12/2017;18;13;19;16;2;6;15;17;24;20;7;10;21;12;5;2
1599;15/12/2017;9;18;6;10;1;20;5;25;14;4;23;22;21;8;3;1
1600;18/12/2017;22;7;16;5;9;23;24;14;13;17;3;2;4;20;18;1
1601;20/12/2017;11;8;9;22;20;25;14;15;10;12;13;6;4;2;18;3
1602;22/12/2017;3;9;23;13;24;15;14;11;1;21;10;8;17;4;19;8
1603;26/12/2017;13;24;16;3;21;23;9;4;19;7;20;1;2;10;14;5
1604;27/12/2017;8;3;12;22;6;21;10;15;5;9;19;4;7;13;24;2
1605;29/12/2017;17;21;14;11;16;19;4;8;10;18;25;5;9;23;2;4
1606;02/01/2018;1;20;22;14;8;3;19;10;9;23;7;15;5;11;25;5
1607;03/01/2018;14;18;9;15;24;6;3;7;11;1;12;17;8;2;13;0
1608;05/01/2018;5;1;14;10;17;6;20;25;3;2;18;9;22;23;21;5
1609;08/01/2018;14;6;21;5;18;8;20;17;24;25;7;23;11;9;13;2
1610;10/01/2018;24;21;16;11;20;17;13;6;22;10;19;14;3;7;9;6
1611;12/01/2018;6;3;14;22;10;11;15;8;12;4;7;1;9;20;24;1
1612;15/01/2018;14;2;12;7;15;21;3;18;25;23;5;22;11;4;24;0
1613;17/01/2018;2;3;21;1;8;18;14;9;17;6;4;13;19;16;10;5
1614;19/01/2018;19;13;14;1;2;9;17;16;15;3;21;10;7;12;23;3
1615;22/01/2018;6;10;20;9;16;4;21;17;25;2;5;1;19;11;7;3
1616;24/01/2018;17;10;8;23;11;13;4;16;18;14;22;24;1;2;5;0
1617;26/01/2018;8;12;25;6;13;9;22;7;20;5;10;23;14;15;2;1
1618;29/01/2018;19;1;25;8;3;4;20;14;10;24;5;17;9;13;16;4
1619;31/01/2018;15;24;7;4;16;8;17;13;11;21;22;10;18;5;25;1
1620;02/02/2018;20;4;11;1;10;13;9;21;14;18;12;2;25;24;7;4
1621;05/02/2018;18;21;24;10;19;8;13;23;22;2;6;14;3;4;9;7
1622;07/02/2018;18;16;9;1;20;11;23;17;22;2;3;24;8;4;25;1
1623;09/02/2018;17;4;13;10;2;7;8;1;20;3;19;24;14;11;6;5
1624;14/02/2018;20;1;18;17;14;15;16;9;11;24;6;23;2;8;7;0
1625;16/02/2018;8;19;13;3;20;21;2;17;24;10;12;16;22;18;6;4
1626;19/02/2018;1;20;11;16;15;17;24;10;8;13;9;7;3;21;4;5
1627;21/02/2018;20;17;13;4;3;24;11;6;21;2;14;9;8;15;12;1
1628;23/02/2018;9;22;20;17;16;19;11;6;1;24;23;3;25;12;18;2
1629;26/02/2018;12;1;15;6;24;2;5;25;14;7;10;18;9;3;22;4
1630;28/02/2018;8;9;23;25;22;17;3;15;14;13;20;12;7;5;10;4
1631;02/03/2018;23;11;22;4;10;18;12;20;19;5;2;14;9;25;3;6
1632;05/03/2018;23;4;25;22;8;21;5;16;18;13;20;12;24;15;14;0
1633;07/03/2018;7;19;9;18;20;23;6;25;1;24;17;10;3;2;5;3
1634;09/03/2018;3;9;7;4;14;25;21;13;5;19;10;24;22;15;6;2
1635;12/03/2018;21;19;12;25;1;16;15;3;6;8;17;23;24;22;7;2
1636;14/03/2018;14;12;3;7;9;8;18;25;2;19;20;6;22;15;13;1
1637;16/03/2018;18;5;22;24;12;14;17;19;11;4;3;13;7;15;8;6
1638;19/03/2018;8;7;1;16;15;22;24;20;11;10;19;12;14;25;23;0
1639;21/03/2018;3;1;10;7;22;9;25;15;20;11;14;8;6;5;19;6
1640;23/03/2018;17;16;25;14;12;4;2;15;20;21;22;24;6;5;1;3
1641;26/03/2018;19;25;3;20;4;17;12;21;8;22;14;9;16;5;11;5
1642;28/03/2018;18;19;11;7;5;24;22;6;15;10;13;20;17;25;2;5
1643;31/03/2018;1;10;7;22;19;12;25;16;23;2;14;4;5;3;9;2
1644;02/04/2018;5;18;3;2;6;13;7;24;9;11;8;23;15;4;22;2
1645;04/04/2018;10;16;4;15;2;18;23;3;20;8;9;5;14;21;25;3
1646;06/04/2018;22;9;4;7;25;3;15;13;6;5;1;12;20;18;17;6
1647;09/04/2018;20;1;24;14;12;19;2;22;7;10;4;9;8;25;15;5
1648;11/04/2018;24;13;21;19;4;25;10;15;17;16;9;12;22;11;23;1
1649;13/04/2018;15;22;18;8;13;24;16;5;20;9;4;14;12;17;23;2
1650;16/04/2018;4;13;14;22;25;3;16;10;20;17;15;18;5;19;8;0
1651;18/04/2018;6;24;16;17;19;1;7;20;8;22;3;10;4;2;18;4
1652;20/04/2018;24;25;18;2;5;10;14;6;16;7;17;11;3;4;21;0
1653;23/04/2018;6;20;22;23;17;2;4;7;15;5;12;21;24;25;14;0
1654;25/04/2018;16;20;22;23;3;18;19;13;25;4;2;10;1;6;11;5
1655;27/04/2018;16;19;2;10;6;22;7;20;1;12;14;18;3;5;23;2
1656;30/04/2018;5;2;13;7;24;11;20;19;3;12;10;15;17;23;4;3
1657;02/05/2018;6;18;3;24;17;23;12;4;15;21;10;19;8;20;9;0
1658;04/05/2018;6;7;17;19;20;8;13;12;15;4;18;2;23;16;5;5
1659;07/05/2018;16;25;21;8;15;23;4;14;10;20;9;7;22;12;2;2
1660;09/05/2018;2;10;1;24;13;14;3;25;21;17;7;18;11;20;8;25
1661;11/05/2018;13;7;21;14;12;18;2;17;5;23;22;6;10;3;11;4
1662;14/05/2018;3;13;5;2;11;25;20;22;18;17;10;14;8;1;21;8
1663;16/05/2018;9;12;2;17;21;5;11;23;13;1;7;16;22;6;3;7
1664;18/05/2018;11;4;16;15;7;25;13;18;20;5;17;24;2;6;8;4
1665;21/05/2018;4;5;15;18;23;1;13;17;12;8;22;24;10;2;21;1
1666;23/05/2018;17;21;25;13;12;10;2;1;24;8;5;20;9;6;14;3
1667;25/05/2018;25;24;13;22;4;3;8;18;20;2;1;10;23;11;16;6
1668;28/05/2018;11;17;21;4;16;18;12;5;24;6;14;20;23;25;8;3
1669;30/05/2018;1;8;3;16;5;9;17;7;2;25;6;21;20;12;23;2
1670;01/06/2018;1;13;22;20;14;4;3;16;25;17;2;21;23;11;7;3
1671;04/06/2018;9;15;12;18;8;5;19;4;21;14;25;22;3;10;1;3
1672;06/06/2018;22;18;11;17;25;9;6;8;3;2;5;23;21;24;20;2
1673;08/06/2018;11;9;2;17;5;20;7;1;25;12;24;19;15;4;23;6
1674;11/06/2018;24;9;10;1;5;15;19;21;20;11;2;23;12;4;22;2
1675;13/06/2018;5;14;3;22;7;25;9;21;19;8;2;20;1;23;12;1
1676;15/06/2018;10;25;23;13;8;18;16;3;20;15;9;12;4;14;24;4
1677;18/06/2018;12;9;14;19;17;22;6;16;15;20;11;1;4;18;5;4
1678;20/06/2018;4;16;5;23;6;9;1;24;14;19;8;3;18;20;22;0
